prod_notif_no,prod_name,holder_name,prod_status_date,prod_status_type,prod_brand,prod_category,banned_substances,holders_id
NOT220801935K,K-MOM First Wet Wipes 10 pcs Promise,CLARITY COMMERCE SDN BHD,07-08-24,Clear,K-MOM,Other,,403
NOT220502220K,Dashing Pure Energy Eau De Toilette,WIPRO UNZA (MALAYSIA) SDN. BHD.,17-05-24,Clear,Dashing,Perfume,,2143
NOT240701087K,LUSH OCTOPUS PRIME SHOWER JELLY,ABEAUTE SDN. BHD.,04-07-24,Clear,LUSH,Other,,30
NOT240304102K,NARQES SKINTELLIGENT AR RAUDHAH SUN-WHITE SPF 50++,NARQES BEAUTY MALAYSIA SDN BHD,15-03-24,Clear,NARQES,Sunscreen,,1412
NOT240701423K,DAZZLE ME COSMIC EYES EYESHADOW PALETTE 02 VENUS AURA -NEBULA,HEBE BEAUTY STYLE SDN. BHD.,05-07-24,Clear,DAZZLE,Eye,,856
NOT220215086K,JUICY COUTURE Oui Play Blooming Babe Eau de Parfum,PRESTIGE PRODUCTS ( M) SDN.BHD.,25-02-24,Clear,JUICY,Perfume,,1607
NOT200703297K,Watsons Moisturising Facial Cleansing Wipes,HOUSE OF CLASSICS (M) SDN. BHD.,14-07-24,Clear,Watsons,Moisturizer,,884
NOT220313794K,MAMAEARTH BYE BYE BLEMISHES FACE CREAM,MAMA EARTH DISTRIBUTOR,29-03-24,Clear,MAMAEARTH,Moisturizer,,1236
NOT240701771K,NATASHA DENONA - I NEED A WARM PALETTE - EYESHADOW PALETTE - FLASHOVER 564SC,BEAUTY IN MOTION SDN. BHD.,08-07-24,Clear,NATASHA,Eye,,255
NOT240500980K,Berrisom Real Me Water Color Blusher (#Rosebud),HONG KONG SA SA (M) SDN. BHD.,06-05-24,Clear,Berrisom,Other,,880
NOT240705129K,BURBERRY LONDON FOR WOMEN EAU DE PARFUM,COTY INT MALAYSIA SDN. BHD.,18-07-24,Clear,BURBERRY,Perfume,,428
NOT240300582K,LUSH BEATS SHOWER JELLY,ABEAUTE SDN. BHD.,04-03-24,Clear,LUSH,Other,,30
NOT240706455K,WYCON COLOR MASTER EXTRA PIGMENTED EYELINER PEN OCEAN BLUE 03,ANAIKA COLLECTIONS SDN BHD,23-07-24,Clear,WYCON,Eye,,103
NOT240605878K,Ph. Hubby Beige BB Tone Up Sun SPF50+ PA++++,LIVINGSTONE HEALTHCARE SDN. BHD.,26-06-24,Clear,Ph.,Sunscreen,,1159
NOT240405959K,HEADS PROFESSIONAL Neutralizing Cream Step 2,HEADS HAIR & BEAUTY SUPPLIES SDN.BHD.,26-04-24,Clear,HEADS,Moisturizer,,847
NOT240101298K,DEMI TOIROCTION RED,EDEA COSMO HUB,05-01-24,Clear,DEMI,Other,,582
NOT220313652K,PE MF 185 Night Glow Booster Mask,PE COSMECEUTICAL SDN. BHD.,29-03-24,Clear,PE,Mask,,1564
NOT240501413K,SOME BY MI REAL HONEY LUMINOUS CARE MASK,MARSHEAR HWS SDN. BHD.,07-05-24,Clear,SOME,Mask,,1248
NOT220207229K,FRESH BLACK TEA FIRMING CORSET CREAM,L BEAUTY SDN. BHD.,15-02-24,Clear,FRESH,Moisturizer,,1098
NOT240201680K,SUB UV Under Base,SUB LABORATORY SDN. BHD.,07-02-24,Clear,SUB,Sunscreen,,1871
NOT240606733K,BABREA SMOOTH CHARMING EYELINER 03 MOCHA BROWN,BLUE ORIGIN SUPPLY CHAIN SDN. BHD.,27-06-24,Clear,BABREA,Eye,,305
NOT240601415K,L Doria Rose Toner,EVERETT BEAUTY,07-06-24,Clear,L,Toner,,647
NOT240505050K,MINISO PinkReverie Eau de  Parfum,MINISO WINKY (M) SDN. BHD.,22-05-24,Clear,MINISO,Perfume,,1313
NOT240702687K,KANEBO EYE COLOR DUO 13 (B),KANEBO COSMETICS MALAYSIA SDN BHD,10-07-24,Clear,KANEBO,Eye,,1032
NOT160504342K,METHODE PHYSIODERMIE OPTIMUN LIFT EMULSION,Cosmeceutical Concept Sdn. Bhd.,18-05-24,Clear,METHODE,Other,,459
NOT240400060K,SISLEY PHYTO-SOURCILS DESIGN 3-IN-1 BROW ARCHITECT PENCIL 6 ESPRESSO,SISLEY COSMETICS SDN. BHD.,01-04-24,Clear,SISLEY,Pencil,,1799
NOT200205129K,DERMIQUE HYDRATING EXTRACT,DERMIQUE COSMECEUTICALS SDN BHD,20-02-24,Clear,DERMIQUE,Other,,500
NOT240506336K,H&M Prowear Flawless Foundation 16.0 W,H & M RETAIL SDN. BHD.,28-05-24,Clear,H&M,Foundation,,807
NOT200703192K,Hiruscar Gel,DKSH MALAYSIA SDN. BHD.,14-07-24,Clear,Hiruscar,Other,,519
NOT200703586K,NARSSKIN LIGHT REFLECTING FIRMING SERUM,SHISEIDO MALAYSIA SDN. BHD.,15-07-24,Clear,NARSSKIN,Serum,,1780
NOT240300744K,FENTY BEAUTY - EAZE DROP'LIT ALL-OVER GLOW ENHANCER - PINK PEARL (01),BEAUTY IN MOTION SDN. BHD.,04-03-24,Clear,FENTY,Perfume,,255
NOT200706275K,PEDISON Institut-Beaute Mango Rich LPP Treatment,FASHION INDEX SDN. BHD.,24-07-24,Clear,PEDISON,Perfume,,682
NOT240104148K,BIOFORMULA LIPORACE,JLC ASIA SDN. BHD.,16-01-24,Clear,BIOFORMULA,Lip,,996
NOT240701751K,DEAR DAHLIA - SKIN SILHOUETTE CONTOUR DUO - NEUTRAL (LIGHT BEIGE),BEAUTY IN MOTION SDN. BHD.,08-07-24,Clear,DEAR,Other,,255
NOT240307605K,Miss Kay Eau De Parfum - Floral Kindness,LUXOR YRM SDN. BHD.,27-03-24,Clear,Miss,Perfume,,1192
NOT240107967K,BURBERRY EYEQUAD RUSSET COLLECTION 4 EYESHADOW PALETTE 01 ICONIC HONEY - 04,COTY INT MALAYSIA SDN. BHD.,31-01-24,Clear,BURBERRY,Eye,,428
NOT240705025K,Pupa I'm Loveproof Matt Liquid Lip Colour Kiss ProofN006 (Vintage Rose),HONG KONG SA SA (M) SDN. BHD.,18-07-24,Clear,Pupa,Lip,,880
NOT180603339K,Celmonze - Signature Concentrate Ampoule,CELMONZE SDN. BHD.,13-06-24,Clear,Celmonze,Other,,387
NOT240502755K,FLORAIKU BETWEEN TWO TREES EAU DE PARFUM,KENS AVENUE SDN. BHD.,10-05-24,Clear,FLORAIKU,Perfume,,1047
NOT200307062K,Loreal Paris Color Riche - 120 Rouge St Germain,LOREAL MALAYSIA SDN. BHD.,30-03-24,Clear,Loreal,Other,,1166
NOT240606326K,Sekkisei Blue Grape Clarifying Toner,KOSE (MALAYSIA) SDN. BHD.,26-06-24,Clear,Sekkisei,Toner,,1074
NOT200104531K,Melvita Repairing Lip Balm,L`Occitane Malaysia Sdn Bhd,20-01-24,Clear,Melvita,Lip,,1195
NOT220211567K,Celmonze - Appelution Fizzing Foam Mask,CELMONZE SDN. BHD.,21-02-24,Clear,Celmonze,Mask,,387
NOT220607191K,DE'XANDRA MERCY 35ML,OSHIEN2U SDN. BHD.,27-06-24,Clear,DE'XANDRA,Other,,1530
NOT240401670K,"VERSO BODY PEEL WITH ENZYME, AHA & PHA",KENS AVENUE SDN. BHD.,05-04-24,Clear,VERSO,Other,,1047
NOT240303297K,B`LIPS LIPMATTE CODE SUARAKU SYAIRMU,APAK EMPIRE PRODUCTION SDN. BHD.,13-03-24,Clear,B`LIPS,Lip,,118
NOT240703778K,BUTTONSCARVES ULTRA MATTE LIPSTICK - FIERCE 3.7G,MODINITY SDN. BHD.,16-07-24,Clear,BUTTONSCARVES,Lip,,1335
NOT220313360K,Krx Aesthetics Cryofacial Mask Caps,KRX RESOURCES SDN. BHD.,27-03-24,Clear,Krx,Mask,,1078
NOT200206552K,Epoch Baby Hibiscus Hair and Body Wash.,NU SKIN (MALAYSIA) SDN. BHD.,25-02-24,Clear,Epoch,Cleanser,,1466
NOT240300479K,BEAUTY FACE NANO LIGHTENING RELAX TONER,VANCOUVER SKIN & HEALTH CARE SDN BHD,02-03-24,Clear,BEAUTY,Toner,,2084
NOT220313816K,Yaya Berry Glowing Set (Vitamin C Cream Brightening & Glow Moisturizer,YAYA MARKETING ENTERPRISE,30-03-24,Clear,Yaya,Moisturizer,,2180
NOT240505208K,ANASTASIA BEVERLY HILLS - VOLUMIZING TINTED BROW GEL - DARK BROWN,PREMIUM PRIORITY SDN BHD,23-05-24,Clear,ANASTASIA,Other,,1606
NOT240700529K,SEPHORA - 16 EYESHADOW PALETTE - 3,BEAUTY IN MOTION SDN. BHD.,02-07-24,Clear,SEPHORA,Eye,,255
NOT240504234K,Topicrem Mela Anti-Dark Spot Radiance Serum,Labceuticals Sdn. Bhd.,20-05-24,Clear,Topicrem,Serum,,1196
NOT240105726K,EVOLUTION TOP PROFESSIONAL HAIR STYLING LIQUID,XIN YI YONG MARKETING SDN. BHD.,22-01-24,Clear,EVOLUTION,Other,,2170
NOT180606664K,HERMES UN JARDIN SUR LE TOIT BODY SHOWER GEL V2,LUXASIA (M) SDN. BHD.,29-06-24,Clear,HERMES,Other,,1187
NOT220404831K,BOBBI BROWN HIGHLIGHTING POWDER - PINK GLOW (EC9X01),ESTEE LAUDER MALAYSIA SDN. BHD.,22-04-24,Clear,BOBBI,Foundation,,636
NOT220500852K,M.A.C STUDIO FIX 24-HOUR SMOOTH WEAR CONCEALER - NC48 (SF4X22),ESTEE LAUDER MALAYSIA SDN. BHD.,10-05-24,Clear,M.A.C,Other,,636
NOT200106183K,TROIAREUKE CUSHION A+ C23,PHOENIX AESTHETIC SDN. BHD.,24-01-24,Clear,TROIAREUKE,Foundation,,1586
NOT220107623K,Goldwell Colorance 10N,MOODYZ AGENCIES SDN. BHD.,16-01-24,Clear,Goldwell,Other,,1344
NOT220500250K,THE BODY SHOP PEP TALK REFILL REFILLABLE LIPSTICK BE PROUD,THE BODY SHOP (MALAYSIA) SDN. BHD.,05-05-24,Clear,THE,Lip,,1961
NOT220112900K,Shu Uemura rouge unlimited kinu satin KS BG 964,LUXEPHASE SDN.BHD.,24-01-24,Clear,Shu,Other,,1189
NOT240300759K,ROBERTO CAVALLI UOMO EAU DE TOILETTE,LUXASIA (M) SDN. BHD.,04-03-24,Clear,ROBERTO,Perfume,,1187
NOT240400518K,Young Forever Antibacterial & Moisturizing Hand Wash - Aloe Vera,HIBISCUS PRO SDN. BHD.,02-04-24,Clear,Young,Moisturizer,,872
NOT240403821K,GUERLAIN NOIR G 24H INTENSE VOLUME CURL MASCARA - 01 BLACK,L BEAUTY SDN. BHD.,18-04-24,Clear,GUERLAIN,Other,,1098
NOT240202766K,Princesse Marina De Bourbon Cristal Royal Eau De Parfum Vaporisateur Spray,HONG KONG SA SA (M) SDN. BHD.,15-02-24,Clear,Princesse,Spray,,880
NOT220701729K,RIGHT COLOR Permanent Hair Color Cream 7.00,SPARK HAIRCARE SOLUTION SDN. BHD.,04-07-24,Clear,RIGHT,Moisturizer,,1852
NOT200106488K,NOUVELLE RS POWER GLUE,Dry Cut Sdn Bhd,28-01-24,Clear,NOUVELLE,Sunscreen,,564
NOT220606178K,MESAUDA MILANO THE SKIN FOUNDATION C40,RAMS HOME DECOR SDN BHD,22-06-24,Clear,MESAUDA,Foundation,,1675
NOT240104257K,Vicent Davianny DU. PEELING SCRUB SPRING,MY BEAUTY PLACE SDN. BHD.,16-01-24,Clear,Vicent,Other,,1361
NOT240706219K,CZEL All In One Multi-Use Eyeshadow Palette LA-04,BLUE ORIGIN SUPPLY CHAIN SDN. BHD.,22-07-24,Clear,CZEL,Eye,,305
NOT240200483K,Victoria's Secret Fragrance Lotion Pure Seduction Cashmere,ENVICO ENTERPRISES SDN. BHD.,02-02-24,Clear,Victoria's,Moisturizer,,618
NOT240400046K,Yves Saint Laurent Touche Eclat Blur Primer,LOREAL MALAYSIA SDN. BHD.,01-04-24,Clear,Yves,Primer,,1166
NOT240507410K,Etude Play Color Eyes Dusty Cat #9 Cool Black,VAST DIVERSIFIED. SDN. BHD.,31-05-24,Clear,Etude,Eye,,2086
NOT240205665K,VALENTINO DREAMDUST MULTI-REFLECTIVE EYE GLITTER 04 COPPER AURA,LUXEPHASE SDN.BHD.,26-02-24,Clear,VALENTINO,Eye,,1189
NOT240503887K,BEACH-STREET SUNSCREEN SPF50 PA++++,LKEY INTERNATIONAL SDN. BHD.,17-05-24,Clear,BEACH-STREET,Sunscreen,,1160
NOT240507580K,WYCON PRO LINE EYELINER IN GEL TEAL GREEN 04,ANAIKA COLLECTIONS SDN BHD,31-05-24,Clear,WYCON,Eye,,103
NOT240201866K,3CE NEW TAKE EYESHADOW PALETTE #RAW NEUTRALS-L,MOMENTUM COMMERCE SDN. BHD.,07-02-24,Clear,3CE,Eye,,1341
NOT220703942K,DAHSIA GOAT MILK SCENTED BODY SHOWER,LIAN SOON FATT DISTRIBUTE SDN. BHD.,09-07-24,Clear,DAHSIA,Other,,1142
NOT240601129K,TOMMY HILFIGER IMPACT TOGETHER HAIR & BODY WASH,LUXASIA (M) SDN. BHD.,06-06-24,Clear,TOMMY,Cleanser,,1187
NOT240700724K,VAGHEGGI PHYTOCOSMETICI EQUILIBRIUM - EYE AND LIP MAKE-UP REMOVER,PHLETORA SDN. BHD.,03-07-24,Clear,VAGHEGGI,Lip,,1585
NOT240704339K,FUSION MESO - EYE SORBET,LE EXPERT SDN. BHD.,17-07-24,Clear,FUSION,Eye,,1131
NOT220502506K,TOM FORD TRACELESS TOUCH FOUNDATION SPF 45/PA++++ REFILL SATIN-MATTE CUSHION COMPACT - 0.5 PORCELAIN (T6ER01),ESTEE LAUDER MALAYSIA SDN. BHD.,18-05-24,Clear,TOM,Sunscreen,,636
NOT240606683K,Soak-off Gel Polish Topclou TB-06,TP Two Enterprise Sdn. Bhd.,27-06-24,Clear,Soak-off,Other,,1995
NOT200302895K,Biore Pore Pack Black,KAO (MALAYSIA) SDN.BHD.,12-03-24,Clear,Biore,Other,,1033
NOT200701082K,IC GEL 1L,ENHANCE DENTAL GROUP SDN BHD,06-07-24,Clear,IC,Other,,616
NOT180302777K,TOM FORD SHEER HIGHLIGHTING DUO - REFLECTS GILT (T57C01),ESTEE LAUDER MALAYSIA SDN. BHD.,19-03-24,Clear,TOM,Other,,636
NOT220701681K,Banana Boat Ultra Protect Faces Sunscreen Lotion SPF50 PA++++,DKSH MALAYSIA SDN. BHD.,04-07-24,Clear,Banana,Sunscreen,,519
NOT220901489K,16 BRAND MY MAGAZINE (VOL9 - MERMAID PEARL MOOD) -E,De Deux Cosmetics Sdn Bhd,07-09-24,Clear,16,Other,,549
NOT240503083K,REXONA MEN MOTION ACTIVATED XTRA COOL,Hui Huang Import & Export Sdn Bhd,14-05-24,Clear,REXONA,Other,,900
NOT240201578K,Number Three Intium Shampoo 0,PASSION TRADING SDN. BHD.,07-02-24,Clear,Number,Other,,1560
NOT200501957K,BEAVER-Repair Rescue Conditioner,TREND UNITY MARKETING SDN BHD,13-05-24,Clear,BEAVER-Repair,Other,,1998
NOT240305540K,MELISSACHENS SKIN PROTECT SOOTHING ESSENCE,Melissachens Skin Lab Sdn Bhd,20-03-24,Clear,MELISSACHENS,Other,,1390
NOT240200187K,Atomy Adelica Lip Rouge Matt - M01 True Red,ATOMY MALAYSIA SDN. BHD.,01-02-24,Clear,Atomy,Lip,,164
NOT240304409K,Catrice Coral Crush Slim Eyeshadow Palette 030 Under the Sea - Pearl #944453,PROPHARM (M) SDN. BHD.,18-03-24,Clear,Catrice,Eye,,1621
NOT240701914K,ENAI RED CHILLIE ENAI CELUP RED CARPET,ENAI RED CHILLIE MARKETING,08-07-24,Clear,ENAI,Other,,614
NOT220401626K,Jonsson Protein Healthy Hair Growth - Pro- Hair Essence 208,Jonsson Protein Healthy Hair Growth Sdn. Bhd.,08-04-24,Clear,Jonsson,Other,,1023
NOT240505958K,Hermes Un Jardin sur le Nil Perfumed Soap,ENVICO ENTERPRISES SDN. BHD.,28-05-24,Clear,Hermes,Perfume,,618
NOT240101466K,EZKA SCALP BOOSTER SERUM,GENIO ENTERPRISE,05-01-24,Clear,EZKA,Serum,,752
NOT180701540K,VITALITY'S ART ABSOLUTE COLOR CREAM 6/9,SIBU BEAUTY & BEAUTIES SDN. BHD.,09-07-24,Clear,VITALITY'S,Moisturizer,,1786
NOT200402029K,EASEAROMA NO. 51 MASTER FORMULATED OIL,WEALTHY PENTAGON SDN. BHD.,10-04-24,Clear,EASEAROMA,Other,,2130
NOT240400859K,PASTE D,Origin Herbal Hair Treatment Sdn Bhd,03-04-24,Clear,PASTE,Other,,1546
NOT200703711K,Target Pro by Watsons  Essential SOS Cream,HOUSE OF CLASSICS (M) SDN. BHD.,15-07-24,Clear,Target,Moisturizer,,884
NOT240705253K,Happy Massage Oil,Claire Organics,18-07-24,Clear,Happy,Other,,454
NOT220209502K,Valiyachandanaadi Oil,3PRHYME Global Sdn Bhd,17-02-24,Clear,Valiyachandanaadi,Other,,11
NOT240606557K,BYREDO MOJAVE GHOST HAIR CONDITIONER,WOLECO HOTEL SUPPLIES SDN BHD,27-06-24,Clear,BYREDO,Other,,2152
NOT240703118K,SHABONDAMA Toothpaste Salt In,Oasis Wellness Sdn. Bhd.,11-07-24,Clear,SHABONDAMA,Other,,1539
NOT220401909K,Deep Facial Cleanser,Nubio Dermaceuticals (M) Sdn Bhd,10-04-24,Clear,Deep,Cleanser,,1498
NOT240607182K,Fontane Flexi Hair Spray-Ultra Strong Hold,IM HAIR & BEAUTY SDN. BHD.,29-06-24,Clear,Fontane,Spray,,918
NOT240700952K,COLORROSE Vintage Queen Embossed Blush CR1067,BLUE ORIGIN SUPPLY CHAIN SDN. BHD.,03-07-24,Clear,COLORROSE,Other,,305
NOT220802650K,Loreal Professionnel Maji Fashion - Vert Booster Majimix Green,LOREAL MALAYSIA SDN. BHD.,10-08-24,Clear,Loreal,Other,,1166
NOT240506130K,DIANE Color & Damage Repair Shampoo Purple,MANDOM (MALAYSIA) SDN. BHD.,28-05-24,Clear,DIANE,Other,,1242
NOT240701894K,SCHWARZKOPF PROFESSIONAL FIBRE CLINIX VIBRANCY SPRAY CONDITIONER,HENKEL (MALAYSIA) SDN. BHD.,08-07-24,Clear,SCHWARZKOPF,Spray,,861
NOT220204616K,AGIVA SEA SALT VOLUME & MESSY LOOK UNLIMITED STYLING SPRAY,PCQ Hair & Beauty Products Sdn. Bhd.,09-02-24,Clear,AGIVA,Spray,,1562
NOT240702408K,DR.C. TUNA INTENSIVE REPAIR LEAVE IN CONDITIONER,FAR COSMETICS SDN. BHD,09-07-24,Clear,DR.C.,Other,,677
NOT220401882K,ISOI Sensitive Anti-Dust Cleansing Water,Spring Pharma Sdn Bhd,09-04-24,Clear,ISOI,Other,,1932
NOT240705544K,Panpuri Siamese Water Body Lotion,NORTH WEST ENTERPRISE SDN. BHD.,19-07-24,Clear,Panpuri,Moisturizer,,1455
NOT220903411K,BOBBI BROWN POT ROUGE FOR LIPS AND CHEEKS - POWDER PINK 6 (E2W206),ESTEE LAUDER MALAYSIA SDN. BHD.,15-09-24,Clear,BOBBI,Lip,,636
NOT240506396K,Number Three Recroma Glam 8/HG,PASSION TRADING SDN. BHD.,28-05-24,Clear,Number,Other,,1560
NOT240600950K,YVES SAINT LAURENT YSL THE INKS VINYL CREAM - 621 RED ADORATION,LUXEPHASE SDN.BHD.,06-06-24,Clear,YVES,Moisturizer,,1189
NOT240600586K,AQUA MEDIA COLOGNE FORTE HAND AND BODY CLEANSING GEL,BAKHACHE LUXURIES (M) SDN. BHD.,05-06-24,Clear,AQUA,Other,,230
NOT220802580K,SokaMocka Mask Gel Enrich,APD Pharma Sdn. Bhd.,09-08-24,Clear,SokaMocka,Mask,,119
NOT240305053K,MINYAK TUNGKU TEJA,REVBIOHERB ESSENCE EMPIRE,19-03-24,Clear,MINYAK,Other,,1690
NOT240700693K,PALMER'S COCOA BUTTER FORMULA with Vitamin E TUMMY BUTTER for STRETCH MARKS,PROPHARM (M) SDN. BHD.,03-07-24,Clear,PALMER'S,Other,,1621
NOT240600472K,HANAMAI ESSENTIAL OIL,ASAYAMA FAMILY CLUB SDN. BHD.,04-06-24,Clear,HANAMAI,Other,,144
NOT240503763K,Suisse Programme Collagex Premier Global Lift Concentrate (Face And Neck).,HONG KONG SA SA (M) SDN. BHD.,17-05-24,Clear,Suisse,Other,,880
NOT240606456K,HANASUI - VITA SMOOTHIES BODY SPA EXFOLIATING GEL - RICE,PREMIUM PRIORITY SDN BHD,27-06-24,Clear,HANASUI,Other,,1606
NOT240603393K,QI OF BEAUTY Oxygen Mask Set - Powder,BILLION SYNERGY SDN. BHD.,13-06-24,Clear,QI,Mask,,284
NOT240403539K,SUTERA FACECARE BOTANICAL FACIAL MILK,SUTERA CONSULTANCY & SERVICES SDN. BHD.,17-04-24,Clear,SUTERA,Other,,1896
NOT240406477K,TOM FORD ARCHITECTURE SOFT MATTE BLURRING POWDER - 04 SABLE VOILE (TE7K04),ESTEE LAUDER MALAYSIA SDN. BHD.,30-04-24,Clear,TOM,Other,,636
NOT240302684K,Notel Volumizing Thickening Shampoo,INNOVATIVE TRADING,12-03-24,Clear,Notel,Other,,934
NOT220404025K,ILOVE SHOWER CREAM WHITENING,WITCOLINE MANUFACTURING SDN. BHD.,20-04-24,Clear,ILOVE,Moisturizer,,2146
NOT220114491K,FRAMCOLOR 2001 Hair Coloring Cream - 7NP Medium Blonde,NEKDERX SDN. BHD.,26-01-24,Clear,FRAMCOLOR,Moisturizer,,1432
NOT240305158K,Bioline Active Root Lifter,MAESTRO LABORATORIES SDN. BHD.,20-03-24,Clear,Bioline,Other,,1223
NOT220708514K,CLE DE PEAU BEAUTE LIP GLORIFIER N 103 LEGEND OF ROUGE,SHISEIDO MALAYSIA SDN. BHD.,27-07-24,Clear,CLE,Lip,,1780
NOT240602092K,SHIYU SANDALWOOD ESSENTIAL OIL SHOWER GEL,WARM TREE ENTERPRISE,10-06-24,Clear,SHIYU,Other,,2126
NOT240204285K,BOBBI BROWN LIP & CHEEK OIL - BITTEN CHERRY (H7AJ02),ESTEE LAUDER MALAYSIA SDN. BHD.,22-02-24,Clear,BOBBI,Lip,,636
NOT240204010K,Vytle Daily Ceramide Moisturiser,Livemed Sdn. Bhd.,21-02-24,Clear,Vytle,Moisturizer,,1204
NOT220802284K,EMINA Natura Pal Splash Serum,Pharmacore Technology and Innovation Sdn. Bhd.,08-08-24,Clear,EMINA,Serum,,1640
NOT240705489K,MANDARA SPA - JUNIPER ESSENTIAL OIL,Mandara Spa (m) Sdn. Bhd.,19-07-24,Clear,MANDARA,Other,,1378
NOT220403480K,YARDLEY LONDON ROYAL RED ROSE PERFUMED TALC,DATTA SHREE SDN. BHD.,17-04-24,Clear,YARDLEY,Perfume,,469
NOT220601229K,GUARDIAN ESSENTIAL ALOE VERA GEL,GUARDIAN HEALTH AND BEAUTY SDN. BHD.,03-06-24,Clear,GUARDIAN,Other,,794
NOT220405640K,HYDROLE FEUILLES FRAICHES D'EUCALYPTUS PHYT'S,BEAUTECH LINK (M) SDN. BHD.,26-04-24,Clear,HYDROLE,Other,,248
NOT240706471K,WYCON EYECONIC LIQUID TINT LIQUID EYESHADOW DEEP PURPLE 06,ANAIKA COLLECTIONS SDN BHD,23-07-24,Clear,WYCON,Eye,,103
NOT220503558K,Life Flo Magnesium Flake,Lemon Green Organic Sdn Bhd,23-05-24,Clear,Life,Other,,1201
NOT240201687K,CHANEL PREMIERE LAQUE Longwear Liquid Eyeshadow - 833 Grasshopper Metallic,CHANEL (KUALA LUMPUR) SDN. BHD.,07-02-24,Clear,CHANEL,Eye,,390
NOT240604139K,Maybelline Superstay Teddy Tint-Creamy Lip Tint - Coquettish,LOREAL MALAYSIA SDN. BHD.,18-06-24,Clear,Maybelline,Moisturizer,,1166
NOT180706509K,Celmonze - PhytoLife HQ+ Hyaluronic Concentrate,CELMONZE SDN. BHD.,26-07-24,Clear,Celmonze,Other,,387
NOT180703466K,OK B`SRI HAIR OIL WITH HENNA EXTRACT,PERNIAGAAN ORANG KAMPUNG SDN. BHD.,16-07-24,Clear,OK,Other,,1574
NOT240305424K,GEN360 SUPER-CLEAN SKIN-CELL REFRESHING CLEANSER,UNI BEAUTY,20-03-24,Clear,GEN360,Cleanser,,2060
NOT200101777K,TOM FORD EYE COLOR QUAD - 31 SOUS LE SABLE - ADORE (T0TA1K),ESTEE LAUDER MALAYSIA SDN. BHD.,10-01-24,Clear,TOM,Eye,,636
NOT220313496K,Aquar&ly IMP 5CH,CREATE HUB (M) SDN BHD,28-03-24,Clear,Aquar&ly,Other,,434
NOT200806533K,Yves Saint Laurent Rouge Pur Couture Vernis A Levres Water Stain Glow - 213 No Taboo Chili,LOREAL MALAYSIA SDN. BHD.,26-08-24,Clear,Yves,Other,,1166
NOT220804947K,CLARINS EVERLASTING YOUTH FLUID ILLUMINATING & FIRMING FOUNDATION SPF15/PA+++ SHADE 106,CLARINS SDN. BHD.,22-08-24,Clear,CLARINS,Sunscreen,,402
NOT240404552K,Trinley Magnesium Aromatherapy Cream-Lavender & Rosemary Oil,GROWAY (MALAYSIA) SDN. BHD.,22-04-24,Clear,Trinley,Moisturizer,,791
NOT240400033K,MELON STORY TARGETED FIRMING CREAM,Merrycos Industries Sdn Bhd,01-04-24,Clear,MELON,Moisturizer,,1391
NOT240101311K,SOFEI IN NATURE DUSTY COLOR CREAM - 687 MATCHA GREEN (DOSE 2),WEBIE SDN. BHD.,05-01-24,Clear,SOFEI,Moisturizer,,2131
NOT240302851K,Molton Brown Sunlit Clementine & Vetiver Eau De Toilette,ENVICO ENTERPRISES SDN. BHD.,12-03-24,Clear,Molton,Perfume,,618
NOT240301712K,MILK BAOBAB - TREATMENT WHITE MUSK,TAENAM MALAYSIA SDN. BHD.,07-03-24,Clear,MILK,Other,,1948
NOT240501972K,Banila Co Clean It Zero Foam Cleanser,HONG KONG SA SA (M) SDN. BHD.,09-05-24,Clear,Banila,Cleanser,,880
NOT240701014K,RAUSCH ANTI-DANDRUFF SHAMPOO WITH COLTSFOOT,FreyrSolutions Sdn. Bhd.,04-07-24,Clear,RAUSCH,Other,,733
NOT240402093K,Sensatia Botanicals Tropical Wildflower Body Butter,Rising Inspiration Sdn. Bhd.,08-04-24,Clear,Sensatia,Other,,1730
NOT240606053K,ESTEE LAUDER BEAUTIFUL MAGNOLIA L'EAU EAU DE TOILETTE SPRAY (218221),ESTEE LAUDER MALAYSIA SDN. BHD.,26-06-24,Clear,ESTEE,Spray,,636
NOT240204167K,MINISO Golden Cap Oil-based Nail Polish (24 Starlight Silver),MINISO WINKY (M) SDN. BHD.,22-02-24,Clear,MINISO,Other,,1313
NOT220502947K,Giorgio Armani Power Fabric + Ultra Longwear Weightless Matte Foundation - 8,LOREAL MALAYSIA SDN. BHD.,19-05-24,Clear,Giorgio,Foundation,,1166
NOT240301528K,Hackett Absolute Eau De Parfum,HONG KONG SA SA (M) SDN. BHD.,06-03-24,Clear,Hackett,Perfume,,880
NOT240302753K,THE FACE SHOP EASY GEL NAIL POLISH - 04 GREEN HEART,LG HOUSEHOLD & HEALTH CARE MALAYSIA SDN. BHD.,12-03-24,Clear,THE,Other,,1141
NOT180203087K,RHOMLON ELEGANCE WATERPROOF MINI MATIC EYE SHAPER COLOUR NO:2071,HARESH ENTERPRISES SDN. BHD.,13-02-24,Clear,RHOMLON,Eye,,833
NOT160902111K,Algologie Deep Cleansing Exfoliating Cream,HANAYOME - NATURE (M) SDN. BHD.,13-09-24,Clear,Algologie,Moisturizer,,823
NOT220601888K,Grace GRC  Body Contour Cream,GRACE COSMETICS INDUSTRIES GMP SDN. BHD.,08-06-24,Clear,Grace,Moisturizer,,783
